Type	Title	Language	Volume	Author	Co-author1	Co-author2	Translator	Co-translator1	Co-translator2	Editor	Co-editor1	Co-editor2	Illustrator	Publisher	Address	Year	Key	ISBN	DLI	WBPLN	IA	NLI	Source	Image	Progress	Pages	Volumes	Remarks	Notes	Width	Css	Header	Footer
﻿নির্ঘণ্ট:গল্পগুচ্ছ_(দ্বিতীয়_খণ্ড).djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:গল্পগুচ্ছ_(দ্বিতীয়_খণ্ড).djvu	book	গল্পগুচ্ছ	bn	দ্বিতীয় খণ্ড	রবীন্দ্রনাথ ঠাকুর											বিশ্বভারতী	কলকাতা	1926							djvu	2	C		[[নির্ঘণ্ট:গল্পগুচ্ছ (প্রথম খণ্ড).djvu		{{রবিমাস রচনা				'	
﻿নির্ঘণ্ট:কাদম্বরী.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কাদম্বরী.djvu	book	কাদম্বরী	bn		বাণভট্ট			তারাশঙ্কর তর্করত্ন							সংস্কৃত প্রেস	কলকাতা	1892							djvu	1	T								'	
﻿নির্ঘণ্ট:বুদ্ধের_জীবন_ও_বাণী.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:বুদ্ধের_জীবন_ও_বাণী.djvu	book	বুদ্ধের জীবন ও বাণী	bn		শরৎকুমার রায়										ইণ্ডিয়ান পাবলিশিং হাউস	কলকাতা	1914							djvu	4	V				{{W10 রচনা				'	
﻿নির্ঘণ্ট:পশ্চিম-যাত্রীর_ডায়ারি.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:পশ্চিম-যাত্রীর_ডায়ারি.djvu	book	পশ্চিম-যাত্রীর ডায়ারি	bn		রবীন্দ্রনাথ ঠাকুর										বিশ্বভারতী	কলকাতা	1929							djvu	8	V							{{c	{{c	
﻿নির্ঘণ্ট:কথা-চতুষ্টয়_-_রবীন্দ্রনাথ_ঠাকুর.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কথা-চতুষ্টয়_-_রবীন্দ্রনাথ_ঠাকুর.pdf	book	কথা-চতুষ্টয়	bn		রবীন্দ্রনাথ ঠাকুর												কলকাতা	1894							pdf	1	T				{{রবিমাস রচনা				'	
﻿নির্ঘণ্ট:টুনটুনির_বই.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:টুনটুনির_বই.djvu	book	টুনটুনির বই	bn		উপেন্দ্রকিশোর রায়চৌধুরী											দেব সাহিত্য কুটীর	কলকাতা	1964							djvu	1	T				{{W10 রচনা				'	
﻿নির্ঘণ্ট:তিনসঙ্গী_-_রবীন্দ্রনাথ_ঠাকুর.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:তিনসঙ্গী_-_রবীন্দ্রনাথ_ঠাকুর.pdf	book	তিনসঙ্গী	bn		রবীন্দ্রনাথ ঠাকুর											বিশ্বভারতী	কলকাতা	1941							pdf	1	T				{{রবিমাস রচনা				'	
﻿নির্ঘণ্ট:সমালোচনা_-_রবীন্দ্রনাথ_ঠাকুর.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:সমালোচনা_-_রবীন্দ্রনাথ_ঠাকুর.pdf	book	সমালোচনা	bn		রবীন্দ্রনাথ ঠাকুর											পিপলস প্রেস	কলকাতা	1882							pdf	1	V				{{রবিমাস রচনা				'	
﻿নির্ঘণ্ট:কণিকা_(১৮৯৯)_রবীন্দ্রনাথ_ঠাকুর.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কণিকা_(১৮৯৯)_রবীন্দ্রনাথ_ঠাকুর.djvu	book	কণিকা	bn		রবীন্দ্রনাথ ঠাকুর										বিশ্বভারতী	কলকাতা	1899							djvu	9	T								'	
﻿নির্ঘণ্ট:পাষাণের_কথা.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:পাষাণের_কথা.djvu	book	পাষাণের কথা	bn		রাখালদাস বন্দ্যোপাধ্যায়										গুরুদাস চট্টোপাধ্যায় এণ্ড সন্স	কলকাতা	1914							djvu	1	V								'	
﻿নির্ঘণ্ট:বাঙ্গলার_পরিচিত_পাখী.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:বাঙ্গলার_পরিচিত_পাখী.djvu	book	বাঙ্গলার পরিচিত পাখী	bn		সুধীন্দ্রলাল রায়										গঙ্গা পাবলিশারস লিমিটেড	কলকাতা	1948							djvu	6	C				{{W10 রচনা				'	
﻿নির্ঘণ্ট:জোড়াসাঁকোর_ধারে.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:জোড়াসাঁকোর_ধারে.djvu	book	জোড়াসাঁকোর ধারে	bn		অবনীন্দ্রনাথ ঠাকুর					বিশ্বভারতী	কলকাতা	1944			http://dli.serc.iisc.ernet.in/bitstream/handle/2015/316809/Jorasankor-Dhare.pdf?sequence	1&isAllowed	y		bub_man_5f9f55487cf337f998bc2fd5858e99af		djvu	4	V							'	
﻿নির্ঘণ্ট:গৌড়লেখমালা_(প্রথম_স্তবক).djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:গৌড়লেখমালা_(প্রথম_স্তবক).djvu	book	গৌড়লেখমালা (প্রথম স্তবক)	bn		অক্ষয়কুমার মৈত্রেয়						অক্ষয়কুমার মৈত্রেয়				বরেন্দ্র অনুসন্ধান সমিতি	রাজসাহী	1912							djvu	3	V								'	
﻿নির্ঘণ্ট:তিতাস_একটি_নদীর_নাম.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:তিতাস_একটি_নদীর_নাম.djvu	book	তিতাস একটি নদীর নাম	bn		অদ্বৈত মল্লবর্মণ											পুঁথিঘর	কলকাতা	1958							djvu	1	C								'	
﻿নির্ঘণ্ট:কবিতাবলী_(হেমচন্দ্র_বন্দ্যোপাধ্যায়).pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কবিতাবলী_(হেমচন্দ্র_বন্দ্যোপাধ্যায়).pdf	book	কবিতাবলী (হেমচন্দ্র বন্দ্যোপাধ্যায়)	bn		হেমচন্দ্র বন্দ্যোপাধ্যায়											কলকাতা	1871							pdf	6	T				{{W10 রচনা				'	
﻿নির্ঘণ্ট:কুমার_সম্ভব_(কৃষ্ণকমল_ভট্টাচার্য্য).pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কুমার_সম্ভব_(কৃষ্ণকমল_ভট্টাচার্য্য).pdf	book	কুমার সম্ভব	bn		কালিদাস			কৃষ্ণকমল ভট্টাচার্য									1875							pdf	6	C								'	
﻿নির্ঘণ্ট:সুকুমার_রায়_রচনাবলী-প্রথম_খন্ড.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:সুকুমার_রায়_রচনাবলী-প্রথম_খন্ড.djvu	book	সুকুমার রায় রচনাবলী	bn	প্রথম খন্ড	সুকুমার রায়										এশিয়া পাবলিশিং কোম্পানি	কলকাতা	1960							djvu	2	C		[[নির্ঘণ্ট:সুকুমার রায় রচনাবলী-প্রথম খন্ড.djvu						'	
﻿নির্ঘণ্ট:মার্কাস্‌_অরিলিয়সের_আত্মচিন্তা.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:মার্কাস্‌_অরিলিয়সের_আত্মচিন্তা.djvu	book	মার্কাস্‌ অরিলিয়সের আত্মচিন্তা	bn		জ্যোতিরিন্দ্রনাথ ঠাকুর					লালবিহারী বড়াল	হুগলী	1911							djvu	2	T							'	
﻿নির্ঘণ্ট:শ্রীকান্ত_(প্রথম_পর্ব).djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:শ্রীকান্ত_(প্রথম_পর্ব).djvu	book	শ্রীকান্ত (প্রথম পর্ব)	bn		শরৎচন্দ্র চট্টোপাধ্যায়											গুরুদাস চট্টোপাধ্যায় এণ্ড সন্স	কলকাতা	1917							djvu	1	V								'	
﻿নির্ঘণ্ট:রাজর্ষি-রবীন্দ্রনাথ_ঠাকুর.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:রাজর্ষি-রবীন্দ্রনাথ_ঠাকুর.djvu	book	রাজর্ষি	bn		রবীন্দ্রনাথ ঠাকুর											বিশ্বভারতী	কলকাতা	1940							djvu	2	V								'	
﻿নির্ঘণ্ট:কর্ম্মফল_-_রবীন্দ্রনাথ_ঠাকুর.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কর্ম্মফল_-_রবীন্দ্রনাথ_ঠাকুর.pdf	book	কর্ম্মফল	bn		রবীন্দ্রনাথ ঠাকুর												কলকাতা	1903							pdf	1	T				{{রবিমাস রচনা				'	
﻿নির্ঘণ্ট:জেবুন্নিসা_বেগম_-_সমরেন্দ্রচন্দ্র_দেববর্মণ.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:জেবুন্নিসা_বেগম_-_সমরেন্দ্রচন্দ্র_দেববর্মণ.pdf	book	জেবুন্নিসা বেগম	bn		সমরেন্দ্রচন্দ্র দেববর্মণ										বঙ্গীয় সাহিত্য পরিষৎ	কলকাতা	1929							pdf	9	C								'	
﻿নির্ঘণ্ট:তরুণের_স্বপ্ন_-_সুভাষচন্দ্র_বসু.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:তরুণের_স্বপ্ন_-_সুভাষচন্দ্র_বসু.pdf	book	তরুণের স্বপ্ন	bn		সুভাষচন্দ্র বসু										ডি. এম. লাইব্রেরী	কলকাতা	1938							pdf	4	V								'	
﻿নির্ঘণ্ট:১৫১৩_সাল.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:১৫১৩_সাল.pdf	book	১৫১৩ সাল	bn		সত্যভূষণ বন্দ্যোপাধ্যায়										বোস লাইব্রেরি	কলকাতা								pdf	8	T				<mark>এই বইতে paragraph indenting মাঝে মাঝে অনুপস্থিত। যথা djvu পাতা ৪০ ও ৪৩।</mark>			{{RunningHeader	'	
﻿নির্ঘণ্ট:জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:জীবনানন্দ_দাশের_শ্রেষ্ঠ_কবিতা.djvu	book	জীবনানন্দ দাশের শ্রেষ্ঠ কবিতা	bn		জীবনানন্দ দাশ					নাভানা	কলকাতা	1954							djvu	3	V			{{scrollpane	1px dashed silver	450px	300px				'	
﻿নির্ঘণ্ট:গুচ্ছ_-_কাঞ্চনমালা_বন্দ্যোপাধ্যায়.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:গুচ্ছ_-_কাঞ্চনমালা_বন্দ্যোপাধ্যায়.djvu	book	গুচ্ছ	bn		কাঞ্চনমালা বন্দ্যোপাধ্যায়										বেঙ্গল মেডিক্যাল লাইব্রেরী	কলকাতা	1914							djvu	1	C								'	
﻿নির্ঘণ্ট:পলাশির_যুদ্ধ.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:পলাশির_যুদ্ধ.djvu	book	পলাশির যুদ্ধ	bn		নবীনচন্দ্র সেন										সান্যাল এণ্ড কোম্পানি	কলকাতা	1896							djvu	1	C								'	
﻿নির্ঘণ্ট:ত্রৈলোক্যনাথ_রচনাসংগ্রহ.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:ত্রৈলোক্যনাথ_রচনাসংগ্রহ.djvu	book	ত্রৈলোক্যনাথ রচনাসংগ্রহ	bn		ত্রৈলোক্যনাথ মুখোপাধ্যায়										সাহিত্য প্রকাশ	ঢাকা	2001							djvu	1	C		&nbsp;<br><mark>মূল রচনাগুলি লেখকের জীবদ্দশায় প্রকাশিত, তাই পাবলিক ডোমেইন ভারত।</mark>						'	
﻿নির্ঘণ্ট:দানবদলন_কাব্য.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:দানবদলন_কাব্য.pdf	book	দানবদলন কাব্য	bn		রামচন্দ্র মুখোপাধ্যায়											কলকাতা	1872							pdf	2	V								'	
﻿নির্ঘণ্ট:গৌড়রাজমালা.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:গৌড়রাজমালা.djvu	book	গৌড়রাজমালা	bn		রমাপ্রসাদ চন্দ						অক্ষয়কুমার মৈত্রেয়				বরেন্দ্র অনুসন্ধান সমিতি	রাজসাহী	1912							djvu	1	V								'	
﻿নির্ঘণ্ট:কিশোর_কিশোরী_-_চিত্তরঞ্জন_দাশ.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কিশোর_কিশোরী_-_চিত্তরঞ্জন_দাশ.pdf	book	কিশোর কিশোরী	bn		চিত্তরঞ্জন দাশ										বসুমতী কার্য্যালয়	কলকাতা	1929							pdf	1	T				{{W10 রচনা				'	
﻿নির্ঘণ্ট:ফুলের_ফসল.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:ফুলের_ফসল.djvu	book	ফুলের ফসল	bn		সত্যেন্দ্রনাথ দত্ত										ইণ্ডিয়ান প্রেস	এলাহাবাদ								djvu	6	C				{{W10 রচনা				'	
﻿নির্ঘণ্ট:বড়দিদি-শরৎচন্দ্র_চট্টোপাধ্যায়.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:বড়দিদি-শরৎচন্দ্র_চট্টোপাধ্যায়.djvu	book	বড়দিদি	bn		শরৎচন্দ্র চট্টোপাধ্যায়					গুরুদাস চট্টোপাধ্যায় এণ্ড সন্স	কলকাতা	1913							djvu	1	T							'	
﻿নির্ঘণ্ট:বাঙ্গালার_ইতিহাস_প্রথম_ভাগ_(রাখাল_দাস_বন্দোপাধ্যায়).djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:বাঙ্গালার_ইতিহাস_প্রথম_ভাগ_(রাখাল_দাস_বন্দোপাধ্যায়).djvu	book	বাঙ্গালার ইতিহাস (রাখালদাস বন্দ্যোপাধ্যায়) প্রথম ভাগ	bn		রাখালদাস বন্দ্যোপাধ্যায়										গুরুদাস চট্টোপাধ্যায় এণ্ড সন্স	কলকাতা	1923							djvu	1	C								'	
﻿নির্ঘণ্ট:কবিতা_-_কেশবচন্দ্র_কুণ্ডু.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:কবিতা_-_কেশবচন্দ্র_কুণ্ডু.pdf	book	কবিতা	bn		কেশবচন্দ্র কুণ্ডু										বেঙ্গল মেডিক্যাল লাইব্রেরী	কলকাতা	1896							pdf	3	V				{{W10 রচনা				'	
﻿নির্ঘণ্ট:ইন্দুমতী_-_যতীন্দ্রনাথ_মুখোপাধ্যায়.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:ইন্দুমতী_-_যতীন্দ্রনাথ_মুখোপাধ্যায়.pdf	book	ইন্দুমতী	bn		যতীন্দ্রনাথ মুখোপাধ্যায়										ফণীন্দ্ৰনাথ মুখোপাধ্যায়	কলকাতা	1914							pdf	1	C				{{W10 রচনা				'	
﻿নির্ঘণ্ট:বাখতিন_-_তপোধীর_ভট্টাচার্য.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:বাখতিন_-_তপোধীর_ভট্টাচার্য.pdf	book	বাখতিন	bn		তপোধীর ভট্টাচার্য											এবং মুশায়েরা	কলকাতা	2009							pdf	1	V								{{rh	
﻿নির্ঘণ্ট:মানুষের_ধর্ম্ম_-_রবীন্দ্রনাথ_ঠাকুর.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:মানুষের_ধর্ম্ম_-_রবীন্দ্রনাথ_ঠাকুর.pdf	book	মানুষের ধর্ম্ম	bn		রবীন্দ্রনাথ ঠাকুর										কলকাতা বিশ্ববিদ্যালয়	কলকাতা	1933							pdf	5	V				এখানে পাওয়া যায়: https://eap.bl.uk/archive-file/EAP341-1-751				'	
﻿নির্ঘণ্ট:পঞ্চরাত্র_-_গুরুবন্ধু_ভট্টাচার্য্য.pdf	https://bn.wikisource.org/wiki/নির্ঘণ্ট:পঞ্চরাত্র_-_গুরুবন্ধু_ভট্টাচার্য্য.pdf	book	পঞ্চরাত্র	bn		ভাস			গুরুবন্ধু ভট্টাচার্য্য								ঢাকা	1914							pdf	1	V				{{W10 রচনা				'	
﻿নির্ঘণ্ট:গীতাঞ্জলি_-_রবীন্দ্রনাথ_ঠাকুর.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:গীতাঞ্জলি_-_রবীন্দ্রনাথ_ঠাকুর.djvu	book	গীতাঞ্জলি	bn		রবীন্দ্রনাথ ঠাকুর										ইণ্ডিয়ান প্রেস	এলাহাবাদ	1913							djvu	1	C				{{W10 রচনা				'	
﻿নির্ঘণ্ট:চিত্রাঙ্গদা-রবীন্দ্রনাথ_ঠাকুর.djvu	https://bn.wikisource.org/wiki/নির্ঘণ্ট:চিত্রাঙ্গদা-রবীন্দ্রনাথ_ঠাকুর.djvu	book	চিত্রাঙ্গদা	bn		রবীন্দ্রনাথ ঠাকুর										বিশ্বভারতী	কলকাতা	1929							djvu	2	T				{{W10 রচনা				'	
